source,keyword,date,product,reason,classification,status,country,recalling_firm
FDA,cumin,20150108,"JCB FLAVORS, LLC, Product Code 1002660812, Chipotle Chili&Garlic Dip #100266 , 12 x 5.5oz jar,1 oz pouch.","JCB Flavors is conducting a recall on various  Seasonings which used  ground cumin as an ingredient received in Oct - Dec 2014.  JCB Flavors was informed by their supplier of ground cumin, Schiff Food Products, that the product tested positive for trace amounts of peanut allergens.",Class II,Terminated,USA,"JCB Flavors, LLC"
FDA,cumin,20150109,"Taj ETHNIC GOURMET PUNJAB SAAG Spinach Sauce, NET WT 16.0 OZ. (454.0g), UPC 7 18687 30013 8",Cumin may contain undeclared peanut protein.,Class II,Terminated,USA,The Hain Celestial Group- Worldwide Headquarters
FDA,cumin,20150114,"Culinary Masters, BBQ SPICE LEVY, Pack Size 30 lbs.",Products were manufactured with cumin found to contain undeclared peanuts.,Class I,Terminated,USA,Gourmet Foods International
FDA,cumin,20150207,"HotBar, Latin Comfort, Stewed Black Beans UPC/PLU: 48000088655",Undeclared peanut protein in products containing cumin,Class I,Terminated,USA,Whole Foods Market
FDA,cumin,20150108,"JCB FLAVORS, LLC, Product Code 60692	Andouille Sausage,  24 x 1.5 lb unit.	  .","JCB Flavors is conducting a recall on various  Seasonings which used  ground cumin as an ingredient received in Oct - Dec 2014.  JCB Flavors was informed by their supplier of ground cumin, Schiff Food Products, that the product tested positive for trace amounts of peanut allergens.",Class II,Terminated,USA,"JCB Flavors, LLC"
FDA,cumin,20150106,"Ground Cumin, sold under Aunt Patty's brand, packed in 1lb. pack, 5 lb. pack, 25 lb. pack, and 50 lb. pack.  Product is labeled in part, ""***Handled in a facility that processes and/or repacks peanuts",Ground Cumin is recalled because it contains more than 25 ppm of peanut protein.,Class I,Terminated,USA,GloryBee Inc
FDA,cumin,20150114,WILDSEASON CAROLINA BBQ RUB,Products were manufactured with cumin found to contain undeclared peanuts.,Class I,Terminated,USA,Gourmet Foods International
FDA,cumin,20150101,Hummus; All-natural ZILKS ROASTED RED PEPPER HUMMUS GLUTEN FREE & NON-GMO NET WT. 8 OZ,Potential undeclared peanuts in cumin ingredient.,Class II,Terminated,USA,Zilks Foods
FDA,cumin,20141224,"SAUER'S CHILl POWDER, 2.25 oz.",The firm was notified that a specific lot of Ground Cumin Seed (lot # 2686E) they purchased had tested and found to be positive for peanut protein.,Class I,Terminated,USA,C.F. Sauer Company
FDA,cumin,20150108,"JCB FLAVORS, LLC, Product Code 8016401, Cherry Chipotle Wine Dip #801640, 1 oz pouch  bulk pack.","JCB Flavors is conducting a recall on various  Seasonings which used  ground cumin as an ingredient received in Oct - Dec 2014.  JCB Flavors was informed by their supplier of ground cumin, Schiff Food Products, that the product tested positive for trace amounts of peanut allergens.",Class II,Terminated,USA,"JCB Flavors, LLC"
FDA,cumin,20150108,"JCB FLAVORS, LLC, Product Code 60558, CHORIZO PORK SEASONING #60558, BLEND 90600 , 12 x 2 oz bags, UPC 75756605588.","JCB Flavors is conducting a recall on various  Seasonings which used  ground cumin as an ingredient received in Oct - Dec 2014.  JCB Flavors was informed by their supplier of ground cumin, Schiff Food Products, that the product tested positive for trace amounts of peanut allergens.",Class II,Terminated,USA,"JCB Flavors, LLC"
FDA,cumin,20150108,"JCB FLAVORS, LLC, Product Code 101113124, Backyard BBQ Marinade #101113, 24x 1.25 lb bags, UPC 14641020860.","JCB Flavors is conducting a recall on various  Seasonings which used  ground cumin as an ingredient received in Oct - Dec 2014.  JCB Flavors was informed by their supplier of ground cumin, Schiff Food Products, that the product tested positive for trace amounts of peanut allergens.",Class II,Terminated,USA,"JCB Flavors, LLC"
FDA,cumin,20150106,"GROUND CUMIN  and GROUND CUMIN SEEDS    Con Yeager Spice Company, Zelienople, PA  16063   Net Weight: 10 lbs; UPC: 33385; Lot #: 6820; Net Weight: 5 lbs; UPC: 33385; Lot #: 6820; Net Weight: 1.5 oz; U",Cumin and cumin containing spice mixes may contain undeclared peanuts.,Class I,Terminated,USA,Con Yeager Spice Co
FDA,cumin,20141224,"GREEN CACTUS SPICY SPECIAL SEASONING (SEA-903), Net Weight XXXX Lbs. -- FIRST SPICE MIXING COMPANY LONG ISLAND CITY, N.Y. --- INGREDIENTS: SALT, SUGAR, SPICES, PAPRIKA, ONION POWDER, GARLIC POWDER, CO",Firm was notified by immediate supplier that certain lots of  ground cumin may have been contaminated with peanut protein which is not declared on the label.,Class I,Terminated,USA,"First Spice Mixing Co.,Inc."
FDA,cumin,20150207,"Burrito, Black Bean UPC/PLU: 00000480430",Undeclared peanut protein in products containing cumin,Class II,Terminated,USA,Whole Foods Market
FDA,cumin,20150217,Ground Cumin. 16 oz. Oz Qt Spice Jar,Cumin may be contaminated with peanut protein.,Class I,Terminated,USA,"Imported Foods Resource Group, Inc."
FDA,cumin,20150109,"Taj ETHNIC GOURMET CALCUTTA MASALA Simmer Sauce, NET WT 16.0 OZ. (454.0g), UPC 7 18687 30011 4",Cumin may contain undeclared peanut protein.,Class II,Terminated,USA,The Hain Celestial Group- Worldwide Headquarters
FDA,cumin,20150207,Burrito Black Bean and Cheese UPC/PLU: 26270400000,Undeclared peanut protein in products containing cumin,Class II,Terminated,USA,Whole Foods Market
FDA,cumin,20160209,"Deer Cumin Powder      7 oz.., UPC 714760027497    14 oz UPC 714760027503    Packed for: Best Foods Inc. Edison, NJ 08817",Cumin may contain undeclared peanut.,Class II,Terminated,USA,"Best Foods NJ, Inc."
FDA,cumin,20150126,"E & S Ground Cumin, Net Wt. 1 LB (16 oz.), E & S Foods, Inc., Whippany, NJ 07981, UPC 000000130059",Colonna Brothers is recalling ground cumin received from its supplier that may be contaminated with peanut proteins.,Class I,Terminated,USA,Colonna Brothers Inc.
FDA,cumin,20150114,"Culinary Masters, CHILI LIME SEASONING BLEND STEAK RUB, Net Wt. 20oz.",Products were manufactured with cumin found to contain undeclared peanuts.,Class I,Terminated,USA,Gourmet Foods International
FDA,cumin,20141224,"SAUER'S HOT CHILl POWDER, 2.25oz.",The firm was notified that a specific lot of Ground Cumin Seed (lot # 2686E) they purchased had tested and found to be positive for peanut protein.,Class I,Terminated,USA,C.F. Sauer Company
FDA,cumin,20150116,"The product label reads in part ""***TANEUM CANYON CHILI*** Rill Foods***NET WT. 7.75 OZ.***"" The product is packaged in a clear flexible laminate bag and contains smaller packages of spices as well.  ",Rill Foods distributed dry soup/chili mix products  manufactured with cumin which was recalled due to  the potential to be contaminated with peanut protein.,Class II,Terminated,USA,Rill Foods
FDA,cumin,20150106,"WINGS N THINGS MIX  #1 Net Weight: 40 lbs.     WINGS N THINGS MIX #3 Net Weight: 40 lbs.  Con Yeager Spice Company, Zelienople, PA 16063   UPC: 32016; 32021   Lot #: .216582; .216583",Cumin and cumin containing spice mixes may contain undeclared peanuts.,Class II,Terminated,USA,Con Yeager Spice Co
FDA,cumin,20141224,"SAUER'S CHILl POWDER, 5.5 lbs.    BLUE MOUNTAIN VALLEY CHILl POWDER, 5.5 lbs.     CHEF'S MAGIC CHILl POWDER, 5.5 lbs.    CODE CHILl POWDER, 5.5 lbs.    IFH CHILI POWDER,5.5 lbs.     NUGGET CHILl POWDE",The firm was notified that a specific lot of Ground Cumin Seed (lot # 2686E) they purchased had tested and found to be positive for peanut protein.,Class I,Terminated,USA,C.F. Sauer Company
FDA,cumin,20150108,"JCB FLAVORS, LLC, Product Code 998926140, Berea Chorizo Sausage #998926,   40 x 1.24 lb. unit.","JCB Flavors is conducting a recall on various  Seasonings which used  ground cumin as an ingredient received in Oct - Dec 2014.  JCB Flavors was informed by their supplier of ground cumin, Schiff Food Products, that the product tested positive for trace amounts of peanut allergens.",Class II,Terminated,USA,"JCB Flavors, LLC"
FDA,cumin,20141224,"BURRITO LOCO ALL-PURPOSE SEASONING (SEA-189) -- FIRST SPICE MIXING COMPANY LONG ISLAND CITY, N.Y. --- INGREDIENTS: SALT, HYDROLYZED SOY PROTEIN, SUGAR, SPICES, FLAVORINGS (SPICE EXTRACTIVES). --- The ",Firm was notified by immediate supplier that certain lots of  ground cumin may have been contaminated with peanut protein which is not declared on the label.,Class I,Terminated,USA,"First Spice Mixing Co.,Inc."
FDA,cumin,20150207,Adobo Enchiladas & Dirty Rice Net Wt. 48 OZ. (3LB) (1.36kg) Whole Foods Market Kitchens UPC/PLU: 036406302561; Enchilada Adobo Bulk UPC/PLU: 26978700000,Undeclared peanut protein in products containing cumin,Class II,Terminated,USA,Whole Foods Market
FDA,cumin,20150102,"Cumin, Ground NET WT. 50 LBS. DISTRIBUTED BY: SOUTHERN STYLE SPICES PO BOX 20 MANOR, TX 78653 PHONE: (512)272-5621",The ground cumin may contain peanut protein.,Class II,Terminated,USA,Southern Style Spices
FDA,cumin,20150115,"Frozen Yucatan Style Roasted Corn & Black Bean Tart, Item #K4072, Prepared by Kabob's Acquisition Inc., 5423 North Lake Drive, Lake City, Ga. 30260.",Products were manufactured with cumin found to contain undeclared peanuts.,Class II,Terminated,USA,Kabobs Inc
FDA,cumin,20150101,Hummus; All-natural ZILKS SPINACH & ARTICHOKE  HUMMUS GLUTEN FREE & NON-GMO NET WT. 8 OZ,Potential undeclared peanuts in cumin ingredient.,Class II,Terminated,USA,Zilks Foods
FDA,cumin,20150108,"JCB FLAVORS, LLC, Product Code 1004421, 	Fireman's Chili  #100442,  3 oz units.","JCB Flavors is conducting a recall on various  Seasonings which used  ground cumin as an ingredient received in Oct - Dec 2014.  JCB Flavors was informed by their supplier of ground cumin, Schiff Food Products, that the product tested positive for trace amounts of peanut allergens.",Class II,Terminated,USA,"JCB Flavors, LLC"
FDA,cumin,20150115,"Frozen Shrimp Empanada, 100 count, Ready to cook, Item #K718, Prepared by Kabob's Acquisition Inc., 5423 North Lake Drive, Lake City, Ga. 30260.",Products were manufactured with cumin found to contain undeclared peanuts.,Class II,Terminated,USA,Kabobs Inc
FDA,cumin,20141224,"KARL'S HOT CHORIZO SEASONING R-1 (CH0-015), Net Weight XXXX Lbs. -- FIRST SPICE MIXING COMPANY LONG ISLAND CITY, N.Y. --- INGREDIENTS: SALT, PAPRIKA, SPICES, GARLIC POWDER, FLAVORING (SPICE EXTRACTIVE",Firm was notified by immediate supplier that certain lots of  ground cumin may have been contaminated with peanut protein which is not declared on the label.,Class I,Terminated,USA,"First Spice Mixing Co.,Inc."
FDA,cumin,20150106,"OLE FASHIONED BBQ #8 Net Weight: 100 lb.   Con Yeager Spice Company, Zelienople, PA 16063   UPC: 34333 Lot #:.213145",Cumin and cumin containing spice mixes may contain undeclared peanuts.,Class II,Terminated,USA,Con Yeager Spice Co
FDA,cumin,20150116,"The product label reads in part ""***ROCKY MOUNTAIN CHILI SPICE Soup Seasoning*** Net Wt. 3.45 oz (98g) *** Rill Foods***""The product is packaged in a clear flexible laminate bag then placed into a tin",Rill Foods distributed dry soup/chili mix products  manufactured with cumin which was recalled due to  the potential to be contaminated with peanut protein.,Class II,Terminated,USA,Rill Foods
FDA,cumin,20150106,CON YEAGER SPICE COMPANY	BBQ PITT BEEF SEASONING 12oz   ITEM # 38345-38767	 Lot: .212023,Cumin and cumin containing spice mixes may contain undeclared peanuts.,Class II,Terminated,USA,Con Yeager Spice Co
FDA,cumin,20141231,"GULF COAST BRAND DIXIE FISH SEASONED FLOUR, NET WEIGHT 50 lbs. (22.68 kg.), GULF COAST BLENDERS, INC., 7801 Townsend Place, New Orleans, LA 70126",Spice blends contain ground cumin which was recalled by Schiff Food Products due to the possible presence of peanut protein.,Class II,Terminated,USA,"Gulf Coast Blenders, Inc"
FDA,cumin,20141231,"REX KING OF SPICE (R) CAJUN CREOLE SEASONING, NET WEIGHT 4.62 oz. (131 g), Produced Exclusively for: REX FINE FOODS, New Orleans, LA 70126",Spice blends contain ground cumin which was recalled by Schiff Food Products due to the possible presence of peanut protein.,Class II,Terminated,USA,"Gulf Coast Blenders, Inc"
FDA,cumin,20150125,CHILI POWDER 50 LBS,Cumin contains undeclared peanut protein,Class I,Terminated,USA,"Wm. E. Martin & Sons Co., Inc."
FDA,cumin,20150207,Southwest Stuffed Sweets HSH CC UPC/PLU: 28634600000; Southwest Stuffed Sweets HSH FP UPC/PLU: 26066400000,Undeclared peanut protein in products containing cumin,Class II,Terminated,USA,Whole Foods Market
FDA,cumin,20150114,"Culinary Masters, CUMIN FANCY FINE GROUND TURKEY, Net Wt. 16 oz. and 5 lbs., Distributed by Atlanta Foods International, Atlanta, GA 30303.",Products were manufactured with cumin found to contain undeclared peanuts.,Class I,Terminated,USA,Gourmet Foods International
FDA,cumin,20150115,"HT Traders Blue Cheese Jalapeno Spicy & Unique Seasoning Blend packaged in a 6 oz clear square glass bottle with a black metal cap and a label weight of 3.7 oz (104.9 g), Proudly Distributed by Harris",The products contain cumin that may be contaminated with undeclared peanut allergens.,Class I,Terminated,USA,Brinkhoff & Monoson Inc
FDA,cumin,20150114,"Culinary Masters, SPICE BLEND PORK PAPRIKA, Net Wt. 30 lbs., Distributed by Gourmet Foods International, Atlanta, GA 30303.",Products were manufactured with cumin found to contain undeclared peanuts.,Class II,Terminated,USA,Gourmet Foods International
FDA,cumin,20150207,"HotBar, NE Tofu Meatloaf UPC/PLU: 48000088750",Undeclared peanut protein in products containing cumin,Class II,Terminated,USA,Whole Foods Market
FDA,cumin,20150207,"Quesadilla, Black Bean",Undeclared peanut protein in products containing cumin,Class II,Terminated,USA,Whole Foods Market
FDA,cumin,20150207,Taco Salad Tofu Chipotle Lime UPC/PLU: 2-65294-00000,Undeclared peanut protein in products containing cumin,Class II,Terminated,USA,Whole Foods Market
FDA,cumin,20150106,"Woodsmen's American Seasoning  Net Weight 13 oz; and 3.2 oz    Distributed by:   WOODSMEN'S AMERICAN SEASONING, LINESVILLE, PA 16424    UPC: 32489; 35765    LOT #: 212281",Cumin and cumin containing spice mixes may contain undeclared peanuts.,Class II,Terminated,USA,Con Yeager Spice Co
FDA,cumin,20150207,Quesadilla Mushroom Goat Cheese UPC/PLU: 26405800000,Undeclared peanut protein in products containing cumin,Class II,Terminated,USA,Whole Foods Market
FDA,cumin,20150109,"Wild BBQ Sauce, Ooga Booga brand, Net wt. 17. 6 oz (498 g), UPC 8-13012-00436-8","Wild BBQ Sauce, Ooga Booga brand, containing ground cumin and mild chili powder, is recalled due to potential for contamination with peanut protein.",Class II,Terminated,USA,"Paradigm Foodworks, Inc"
FDA,cumin,20150114,"Chili-Bean Fresh Veggiburger, 4 Pre-Grilled Patties, All Natural Meatless Patties, Net Wt. 10 oz. (284)g)",Franklin Farms DBA VeggiLand is recalling their Chili-Bean Veggiburgers because they may contain undeclared peanut protein from the ground cumin used in the product.,Class II,Terminated,USA,J P Veggies Inc. DBA VeggieLand
FDA,cumin,20150107,"Chef's Delight Spices & Herbs - Ground Cumin, Net Wt. 5.0 lb Jugs, Packed for Hermolia, Packed by CO, Brooklyn, NY",Prima Spice Inc. is recalling Chef Delight's Ground Cumin due to possible peanut protein contamination.  This recall is a result of the Schiff Foods Product recall.,Class I,Terminated,USA,"Prima Spice, Inc."
FDA,cumin,20150108,"JCB FLAVORS, LLC, Product Code 8109293212, Cajun Sensation Seasoning #810929, 12 x 26oz jar.	  	.","JCB Flavors is conducting a recall on various  Seasonings which used  ground cumin as an ingredient received in Oct - Dec 2014.  JCB Flavors was informed by their supplier of ground cumin, Schiff Food Products, that the product tested positive for trace amounts of peanut allergens.",Class II,Terminated,USA,"JCB Flavors, LLC"
FDA,cumin,20150204,"Ground Cumin, Bulk  Package Size:  a) 50 lb. paper carton  b) 16 oz. jar/ 8 plastic jars per case",Ground cumin may contain peanut protein.,Class I,Terminated,USA,"International Foodsource, LLC"
FDA,cumin,20150113,"Dr. J's Smart Gourmet Salsa Mild , 15 oz., UPC: 793573078148","Condies Foods, Inc. is recalling Condies brand Bold and Zesty salsa and Dr. J's brand Mild and Medium salsas because they contain the recalled spice cumin, which may contain undeclared peanut protein.",Class II,Terminated,USA,"Condies Foods, Inc"
FDA,cumin,20150126,"Sazon with Saffron, Package Weights: 18 / 20 env 3.52 oz and 36 / 8 env 1.41 oz",Cumin used was contaminated with peanut protein.,Class II,Terminated,USA,"Sazon, Inc."
FDA,cumin,20150114,"Culinary Masters, TACO SPICE LEVY, Pack Size 30 lbs.",Products were manufactured with cumin found to contain undeclared peanuts.,Class I,Terminated,USA,Gourmet Foods International
FDA,cumin,20150109,"Mild BBQ Sauce, Ooga Booga brand, Net wt. 17. 6 oz (498 g), UPC 8-13012-00435-1","Mild BBQ Sauce, Ooga Booga brand, containing ground cumin and mild chili powder, is recalled due to potential for contamination with peanut protein.",Class II,Terminated,USA,"Paradigm Foodworks, Inc"
FDA,cumin,20150207,Slaw Kale Avocado HSH 14 oz. UPC/PLU code: 0-00000-68899,Undeclared peanut protein in products containing cumin,Class II,Terminated,USA,Whole Foods Market
FDA,cumin,20150220,"VITARROZ SAZON CON CULANTRO Y ACHIOTE CORIANDER & ANNATTO, NET WT. 6.34 OZ. 180g, Jumbo SOBRES 36 PACKETS,  UPC 0 72670 04255 0.",Cumin may contain undeclared peanut protein,Class II,Terminated,USA,"Iberia Foods Company of New York, Inc"
FDA,cumin,20150105,"GROUND CUMIN SEED, 50 LBS NET, ETO STERILE TREATED",Cumin may contain undeclared peanut protein.,Class I,Terminated,USA,"Morris J. Golombeck, Inc."
FDA,cumin,20150213,"Kirby Spanish Barbecue Sauce Mojo Criollo (a) 24 ounce and (c) 1 Gallon; Packed For Kirby Foods, Inc. Miami, Florida 33172;   Product of Dominican Republic",Goya was notified by one of its ingredient suppliers that one lot of cumin had potentially been produced with undeclared peanut protein.,Class II,Terminated,USA,Goya Foods
FDA,cumin,20150114,205190-50 Cumin Seed Powder,Notified by immediate supplier of recall of ground cumin from Turkey due to the presence of peanut protein.,Class I,Terminated,USA,"Starwest Botanicals, Inc"
FDA,fish,20180323,"Kitchen's Cravings Egg Salad Sandwich on Oat Multigrain Bread.  Net Wt. 5.5 oz. (156g),  Black bottom clear top plastic clamshell container, UPC 39779-00079   Keep Refrigerated.",Kwik Trip is recalling Kitchen's Cravings Premium Egg Salad Sandwich on Oat Multigrain Bread because it may contain undeclared fish and shellfish.,Class I,Terminated,USA,"Kwik Trip, Inc."
FDA,fish,20230223,"Seasoned Dried Pollack distributed in un-labeled plastic containers 6oz., 8 oz., and 12 oz.  Containers were then labeled at H-mart, G-mart, or M2M retail store.","Seasoned Dried Pollack was recalled due to undeclared Fish (Pollack), Wheat, Soybean.",Class II,Terminated,USA,Lemonland Food Corp
FDA,fish,20211213,"Joy's Gourmet Blast Off! Bloody Mary Mix, Net Wt. 24 Oz",Undeclared Fish and Soy,Class II,Terminated,USA,"Joy's International Foods, Incorporated"
FDA,fish,20240911,"Item FLD1040A, Wild Leeks, distributed in plastic clamshell containers. Net wt. 0.315lb.  The H-Mart label declares: Wild Leeks, Sugar, Soy Sauce.",Soy Sauce is declare but Wheat and Fish (Anchovy) are not declared.,Class II,Terminated,USA,Lemonland Food Corp
FDA,fish,20230223,"Stir-Fried Kimchi distributed in un-labeled plastic containers 12oz.  Containers were then labeled at H-mart, G-mart, or M2M retail store.","Stir-Fried Kimchi was recalled due to undeclared Fish (Anchovy), Shrimp, Wheat, and Sesame Oil.",Class II,Terminated,USA,Lemonland Food Corp
FDA,fish,20170811,"Whole Foods Smoked Whitefish Fillet, packed in bulk boxes.  Labeling states: Smoked on: 08/09/17, Sell Through: 09/04/17.  Smoked fish portions are placed inside of a box lined with a plastic bag, whi",Rushing Waters Fisheries is recalling 3 smoked fish products because they may have been underprocessed.,Class III,Terminated,USA,"Rushing Waters Fisheries, LLC"
FDA,fish,20190711,"Shirakiku FISH CAKE GOBO MAKI SK F:  20/ 150G, Net Wt. 5.29 oz.  Keep Frozen, 5 pcs.  UPC 07441092550    Distributed by Wismettac Asian Foods, Inc. Santa Fe Springs, CA","Fish Cake items contain possible contaminating undeclared egg, milk and shellfish.",Class I,Terminated,USA,"Wismettac Asian Foods, INC"
FDA,fish,20190711,"Shirakiku FISH CAKE IKA MAKI SK F;  20/ 150G, Net Wt. 5.29 oz.  Keep Frozen, 4 pcs.  UPC 074410925567    Distributed by Wismettac Asian Foods, Inc. Santa Fe Springs, CA","Fish Cake items contain possible contaminating undeclared egg, milk and shellfish.",Class I,Terminated,USA,"Wismettac Asian Foods, INC"
FDA,fish,20161110,PREMIUM SMOKED SALMON  UPC 7 02772 00564 0    Packaged in a 5 lb case 20/4oz vacuum packaged per case. Cardboard type label is folded over and affixed to the top of the package.  Sell by date is marke,"Northern Fish Products is recalling hot smoked salmon, black cod, steelhead, and trout, with the exception of hot jerky salmon and jerky salmon due to undeclared soy.",Class II,Terminated,USA,"Northern Fish Products, Inc."
FDA,fish,20260323,"Booey's Dragon's Breath sauce, 15.2oz ringneck glass bottle. UPC on bottle: 7 01936 29222 3.  There are 12 bottles per case. Manufactured Exclusively for  BOOEYS GOURMET 3924 N. Cannon St. Spokane, WA","Ingredients statement declares Anchovy and Sasame, but Contains statement does not declare Fish (Anchovy) and Sesame.",Class II,Completed,USA,Booey's Gourmet LLC
FDA,fish,20240104,"DELI CAROLINA STYLE MUSTARD BBQ SAUCE, 2 oz (57g), plastic cup, 96 cups/case, store in ambient temperatures",Undeclared fish (anchovy) allergen,Class II,Terminated,USA,Ventura Foods Llc
FDA,fish,20201023,"IncredibleStoneCrab, Mustard Sauce, 8 oz. plastic container, Distributed by: IncredibleStoneCrab,","Undeclared Allergens: Fish, Egg, and Milk.",Class I,Terminated,USA,Incredible Fish
FDA,fish,20220713,"Ready Meals Crab & Shrimp w/Ccktl   SCE NET WT 12 OZ CAL 310 NET WT. 0lb 12oz (340g) ready2eat UPC 23253500000  Store Banners: ACME, Albertsons, Andronico s Community Markets, Balducci s, Carrs-Safewa","Undeclared allergens; fish, shellfish, egg, wheat, and soy",Class I,Terminated,USA,Albertsons Companies LLC
FDA,fish,20161110,"""***PREMIUM SMOKED SALMON***CRACKED PEPPER*** NET WT: 4OZ***Packaged 5 lbs case 20/4oz vacuum packages/case. Cardboard type label is folded over and affixed to the top of the package.  Sell by date is","Northern Fish Products is recalling hot smoked salmon, black cod, steelhead, and trout, with the exception of hot jerky salmon and jerky salmon due to undeclared soy.",Class II,Terminated,USA,"Northern Fish Products, Inc."
FDA,fish,20190711,"Shirakiku FISH CAKE AGE BALL SK F;  20/ 150G; Net Wt. 5.29 oz.  Keep Frozen, 15 pcs.  UPC 074410925574    Distributed by Wismettac Asian Foods, Inc. Santa Fe Springs, CA","Fish Cake items contain possible contaminating undeclared egg, milk and shellfish.",Class I,Terminated,USA,"Wismettac Asian Foods, INC"
FDA,fish,20160527,Spicy Kimchi,"Undeclared fish, shellfish, and/or tree nuts.",Class I,Terminated,USA,WHOLE FOODS MARKET
FDA,fish,20131103,"Trader Giotto's CAESAR Salad with Caesar Dressing;  Perishable, keep refrigerated.  Packaged in Net Wt. 8.5 oz (241 g) plastic clamshell.    Manufactured for Trader Joe's  Manufactured by Ghiringhelli","Report of mislabeled Caesar Salads with a use by date of 11/3/13 due to undeclared allergens of soy, fish and wheat on the ingredient and allergen statement.",Class I,Terminated,USA,Ghiringhelli Specialty Foods Inc.
FDA,fish,20230223,"Wild Leek distributed in un-labeled plastic containers 8oz and 12oz.  Containers were then labeled at H-mart, G-mart, or M2M retail store.","Wild Leek was recalled due to undeclared Soybean, Wheat, and Fish (Anchovy).",Class II,Terminated,USA,Lemonland Food Corp
FDA,fish,20190711,"Shirakiku FISH CAKE BOUTEN SK F  20/ 150G, Net Wt. 5.29 oz.  Keep Frozen, 7 pcs.  UPC 074410925253    Distributed by Wismettac Asian Foods, Inc. Santa Fe Springs, CA","Fish Cake items contain possible contaminating undeclared egg, milk and shellfish.",Class I,Terminated,USA,"Wismettac Asian Foods, INC"
FDA,fish,20230303,Takuma food dashi salt peanut  80g UPC: 4962679652750,Products were found to contain flying fish instead of angler fish.,Class II,Terminated,USA,DAISO CALIFORNIA WAREHOUSE
FDA,fish,20190918,"Shirakiku Buckwheat Noodles Yamaimo Soba With Concentration Soup Base, 435G SK, UPC 074410455200      Distributed by Wismettac Asian Foods, Inc.   Santa Fe Springs, CA 90670","Product label identifies bonito, but product dipping sauce actually contains skipjack tuna, yellowfin tuna, and bluefin tuna as well as does not state the general allergen name of fish.",Class II,Terminated,USA,"Wismettac Asian Foods, INC"
FDA,fish,20161110,WILD CATCH PREMIUM SMOKED SALMON***NATURAL***NET WT: 4OZ***  UPC 7 02772 00559 6.  Cardboard type label is folded over and affixed to the top of the package.  Sell by date is marked on the label by th,"Northern Fish Products is recalling hot smoked salmon, black cod, steelhead, and trout, with the exception of hot jerky salmon and jerky salmon due to undeclared soy.",Class II,Terminated,USA,"Northern Fish Products, Inc."
FDA,fish,20241209,"BORSARI Food Company Incorporated; BLOODY MARY MIX ; 32 FL. OZ; INGREDIENTS: Tomato juice, corn syrup, non-fat milk solids, orange juice, lemon juice, lime juice, cayenne pepper, vinegar, salt, garlic",Product contains undeclared fish (anchovy) and soy.,Class II,Terminated,USA,Borsari Food Company Inc
FDA,fish,20230223,"Stir-Fried Fish Cake distributed in un-labeled plastic containers 6oz, 8oz, 12oz, and 16oz.  Containers were then labeled at H-mart, G-mart, or M2M retail store.","Stir-Fried Fish Cake was recalled due to undeclared Soybean, Wheat, Fish (Golden Threadfin Bream, Hairtail), and Sesame.",Class II,Terminated,USA,Lemonland Food Corp
FDA,fish,20121003,"""beer set dried rudd"", NET WT 200 g (7 oz), PRODUCT OF RUSSIA, BEST BEFORE 10.22.2012 --- The product was packaged in a vacuum packed bag.    According to the Food Lab Report, the sample consisted of ",The imported processed fish was found to be uneviscerated based on sampling and analysis by New York State Department of Agriculture & Markets.,Class I,Terminated,USA,KRASNYI OKTYABR INC
FDA,fish,20250624,"Blue Fin Tuna, Net WT (variable weight) 50 lb brown corrugated carboard box. Boxes contain ice for temperature control. Keep Refrigerated.","RTE fish (sushi-salmon, tuna) processed under insanitary conditions. The firm was notified by the Georgia Department of Agriculture that the products were manufactured under unsanitary conditions.",Class II,Terminated,USA,Moon N Sea GA LLC
FDA,fish,20180201,"Daisho Kimchi Hot Pot Soup Base; 1.60 lb pouch (10 units per case)    Bar Code: 49 04621 04221 9    Product of Japan  Imported by JFC International Inc., Los Angeles, CA.",Daisho Kimchi Hot Pot Soup base contains undeclared fish - shrimp and crab.,Class I,Terminated,USA,J F C International Inc
FDA,fish,20240216,Chin Jung White Kimchi - 3 lb. 8 oz (1.58 kg) plastic jars,Undeclared allergen; fish,Class II,Terminated,USA,Chin Jung Corporation
FDA,fish,20230223,"Seasoned Fish Meat distributed in un-labeled plastic containers 8oz. and 12oz.  Containers were then labeled at H-mart, G-mart, or M2M retail store.","Seasoned Fish Meat was recalled due to undeclared Fish (Pollock, Golden Threadfin Bream, Hairtail, Lizard Fish), Wheat, and Soy bean.",Class II,Terminated,USA,Lemonland Food Corp
FDA,fish,20160803,Whole Food Market Thai Shrimp Salad Serving Size 8 oz.  Distributed by Whole Foods Market Englewood Cliffs NJ 07632 UPC 8-2510-00081,Whole Food Market Spicy Harissa Salmon Salad sold in the NE region  was mislabeled as Thai Shrimp Salad. This resulted in undeclared salmon (Fish) and Pistachio (treenut).,Class II,Terminated,USA,Whole Foods Market Northeast Regional Office
FDA,fish,20150329,"8"" Lemon Meringue Pie  Sell by: (up to and including) 04/02/15   PLU: 9971  Net Wt: 22oz.  Contains: Wheat, Soy, Egg","Giant Eagle recalls store produced RTE Fried Fish, Lemon Meringue Pie and Coconut Meringue Pie for undeclared allergens.",Class I,Terminated,USA,"Giant Eagle, Inc."
